school,Room,Result,Sampler
Champlain Elementary School,Classroom 221,16,vt
Champlain Elementary School,223-Bath,11,vt
Champlain Elementary School,Classroom 225,38,vt
Champlain Elementary School,225-Closet,24,vt
Champlain Elementary School,207-Bath,13,vt
Champlain Elementary School,Stairwell (225 side),20,vt
Champlain Elementary School,201-Copier Room,22,vt
Champlain Elementary School,213-Bath,19,vt
Champlain Elementary School,Classroom 206,7.5,vt
Champlain Elementary School,2nd Floor Hall (216 side),11,vt
Champlain Elementary School,Classroom 216,25,vt
Champlain Elementary School,Yellow Stairwell,13,vt
Champlain Elementary School,Yellow Stairwell,8.9,vt
Champlain Elementary School,215 Custodian,10,vt
Central Elementary School,301,0,vt
Central Elementary School,302,0,vt
Central Elementary School,303,0,vt
Central Elementary School,306,0,vt
Central Elementary School,310,0,vt
Central Elementary School,314,0,vt
Central Elementary School,316,0,vt
Central Elementary School,322,0,vt
Central Elementary School,323,0,vt
Central Elementary School,326,0,vt
Central Elementary School,322 DUP,0,vt
Central Elementary School,332/328,0,vt
Central Elementary School,Ambient 1,0,vt
Central Elementary School,Boiler Room,0,vt
Central Elementary School,Field Blank 1,0,vt
Central Elementary School,Gym & Cafeteria,0,vt
Central Elementary School,Gymnasium DUP,0,vt
Central Elementary School,Handicap Bath 2,0,vt
Central Elementary School,Infirmary,0,vt
Central Elementary School,Library Closet,0,vt
Central Elementary School,Main Hallway,0,vt
Central Elementary School,Mens Bathroom,0,vt
Central Elementary School,Principal,0,vt
Central Elementary School,Sprinkler Room,0,vt
Central Elementary School,WIN Hallway,0,vt
Hardwick Elementary School,guidance office,16,vt
Hardwick Elementary School,guidance office,11,vt
Hardwick Elementary School,classroom 108,8.3,vt
Hardwick Elementary School,cafeteria ,13,vt
Hardwick Elementary School,classroom 111,7.9,vt
Hardwick Elementary School,classroom 113,75,vt
Hardwick Elementary School,classroom 115,96,vt
Hardwick Elementary School,PE office,15,vt
Hardwick Elementary School,main kitchen,16,vt
Hardwick Elementary School,GYM,16,vt
Hardwick Elementary School,GYM,9.5,vt
Hardwick Elementary School,custodial office,13,vt
Hardwick Elementary School,classroom 203,15,vt
Hardwick Elementary School,Library,7.9,vt
Hardwick Elementary School,Library bathroom,11,vt
Hardwick Elementary School,library office/classrooms,13,vt
Hardwick Elementary School,classroom 215,17,vt
Hardwick Elementary School,classroom 217,23,vt
Hardwick Elementary School,music room,32,vt
Hardwick Elementary School,Exterior,0,vt
Hardwick Elementary School,boiler room,7.9,vt
Hardwick Elementary School,Gym lobby men's bath,47,vt
Hardwick Elementary School,Gym entrance,59,vt
Hardwick Elementary School,hallway connecting stage to gym,16,vt
Hardwick Elementary School,first floor hallway ,69,vt
Hardwick Elementary School,second floor hallway,13,vt
Hardwick Elementary School,stairwell near gym entrance ,45,vt
Hardwick Elementary School,first floor utility closet,34,vt
Hardwick Elementary School,classroom 108,0,vt
Mill River Us #40,"Main Building, Floor 1, Room 301",0,vt
Mill River Us #40,"Main Building, Floor 1, Room 307",0,vt
Mill River Us #40,"Main Building, Floor 1, Room 313",0,vt
Mill River Us #40,"Main Building, Floor 1, Room 317",0,vt
Mill River Us #40,"Main Building, Floor 1, Room 320",0,vt
Mill River Us #40,"Main Building, Floor 1, Room 308",0,vt
Mill River Us #40,"Main Building, Floor 1, Room 310",0,vt
Mill River Us #40,"Main Building, Floor 1, Room 321 (Maker Space)",0,vt
Mill River Us #40,"Main Building, Floor 1, Room 324",0,vt
Mill River Us #40,"Main Building, Floor 1, Room 413 (Art 1)",0,vt
Mill River Us #40,"Main Building, Floor 1, Room 417 (PE Office)",0,vt
Mill River Us #40,"Main Building, Floor 1, Room 400",0,vt
Mill River Us #40,"Main Building, Floor 1, Room 411",0,vt
Mill River Us #40,"Main Building, Floor 1, Room 415 (Art 2)",0,vt
Mill River Us #40,"Main Building, Floor 1, Room 427",0,vt
Mill River Us #40,"Main Building, Floor 1, Mens Bathroom 1",0,vt
Mill River Us #40,"Main Building, Floor 1, Womens Bathroom 2",0,vt
Mill River Us #40,"Main Building, Floor 1, Girls Locker Room",11,vt
Mill River Us #40,"Main Building, Floor 1, Auditorium and Stage",0,vt
Mill River Us #40,"Main Building, Floor 1, Kitchen",0,vt
Mill River Us #40,"Main Building, Floor 1, Library",0,vt
Mill River Us #40,"Main Building, Floor 1, Mezzanine 2 AHU",0,vt
Mill River Us #40,"Main Building, Floor 1, Entry",0,vt
Mill River Us #40,"Main Building, Floor 1, South Hall",7.1,vt
Mill River Us #40,"Main Building, Floor 1, West Hallway",0,vt
Mill River Us #40,"Main Building, Floor 1, Room 410 (Wood Shop)",0,vt
Mill River Us #40,"Main Building, Floor 1, Band Room",0,vt
Mill River Us #40,"Main Building, Floor 1, Cafeteria",0,vt
Mill River Us #40,"Main Building, Floor 1, Library",0,vt
Mill River Us #40,"Main Building, Floor 1, Band Room",0,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Girls Locker Room",92,vt
Green Mountain Uhs #35,"Main Building, Floor 1, Gym",79,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Auditorium",73,vt
Green Mountain Uhs #35,"Main Building, Floor 1, Kitchen",120,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Office 3",140,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Auditorium",68,vt
Green Mountain Uhs #35,,0,vt
Green Mountain Uhs #35,"Main Building, Floor 1, Room 101",100,vt
Green Mountain Uhs #35,"Main Building, Floor 1, Room 103",79,vt
Green Mountain Uhs #35,"Main Building, Floor 1, Room 105",86,vt
Green Mountain Uhs #35,"Main Building, Floor 1, Room 107",50,vt
Green Mountain Uhs #35,"Main Building, Floor 1, Room 109",130,vt
Green Mountain Uhs #35,"Main Building, Floor 1, Room 109",130,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Room 200",99,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Room 201",37,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Room 202",30,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Room 203",32,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Room 204",30,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Room 204",35,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Room 205",36,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Room 206",45,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Room 207",32,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Room 208",39,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Room 209",24,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Room 210",32,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Room 211",22,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Room 212",17,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Room 213",25,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Band Room",26,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Conference Room 1",100,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Guidance Room",40,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Main Office",31,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Nurse 1",44,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Office 1",27,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Office 4",26,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Staff Room 1",27,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 300",41,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 301",36,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 302",47,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 303",33,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 304",30,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 305",96,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 306",66,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 307",77,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 308",78,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 309",470,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 310",50,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 311",49,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 312",58,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 312",57,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 313",68,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 314",71,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 315",76,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 316",65,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Office 1",55,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Office 2",62,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Staff Room 1",59,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Staff Room 2",62,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Tech Lab",33,vt
Green Mountain Uhs #35,,0,vt
Green Mountain Uhs #35,,0,vt
North Hero School,A108,0,vt
North Hero School,A111,0,vt
North Hero School,A112,2.3,vt
North Hero School,A112,2.6,vt
North Hero School,A115,2.2,vt
North Hero School,A118,2.1,vt
North Hero School,A121,0,vt
North Hero School,Hall-102,0,vt
North Hero School,C103,2,vt
North Hero School,C105,0,vt
North Hero School,B129,0,vt
North Hero School,B138,0,vt
North Hero School,B145,0,vt
North Hero School,B145,0,vt
North Hero School,Hall-B131,0,vt
North Hero School,,0,vt
Rochester School,31,0,vt
Rochester School,31,0,vt
Rochester School,101,5.1,vt
Rochester School,107,6.6,vt
Rochester School,111,2.8,vt
Rochester School,133,0,vt
Rochester School,136,0,vt
Rochester School,124A,0,vt
Rochester School,125D,0,vt
Rochester School,126A,3.1,vt
Rochester School,126C,0,vt
Rochester School,130A,0,vt
Rochester School,130B,0,vt
Rochester School,130C,0,vt
Rochester School,131A,0,vt
Rochester School,AMBIENT,0,vt
Rochester School,GYM,0,vt
Rochester School,H2,5.5,vt
Rochester School,,0,vt
Cold Hollow Career Center,FNR,2.7,vt
Cold Hollow Career Center,FNR,2.6,vt
Cold Hollow Career Center,FNR Office,0,vt
Cold Hollow Career Center,FNR Closet 1,2.9,vt
Cold Hollow Career Center,Pre-Tech Stebbins,0,vt
Cold Hollow Career Center,Entry Vestibule,0,vt
Cold Hollow Career Center,Paper Closet,0,vt
Cold Hollow Career Center,Guidance Office,0,vt
Cold Hollow Career Center,Conference Room,0,vt
Cold Hollow Career Center,1st Floor hall,0,vt
Cold Hollow Career Center,1st Floor Women's BR,0,vt
Cold Hollow Career Center,Auto Tech Office 105,0,vt
Cold Hollow Career Center,Auto Tech Electrical,0,vt
Cold Hollow Career Center,Auto Tech,2.3,vt
Cold Hollow Career Center,Construction Tech Closet,0,vt
Cold Hollow Career Center,FB,0,vt
Cold Hollow Career Center,AMB,0,vt
Cold Hollow Career Center,Auto Tech Office 104,0,vt
Cold Hollow Career Center,Admin,0,vt
Cold Hollow Career Center,Business Leadership Closet,0,vt
Cold Hollow Career Center,Business Leadership,0,vt
Cold Hollow Career Center,Elevator Machine Room,0,vt
Cold Hollow Career Center,Director's Office,0,vt
Cold Hollow Career Center,Human Services,0,vt
Cold Hollow Career Center,E. Stairwell,0,vt
Cold Hollow Career Center,Medical Careers Office,0,vt
Cold Hollow Career Center,Medical Careers BR,0,vt
Cold Hollow Career Center,Medical Careers Electrical,0,vt
Cold Hollow Career Center,2nd Floor Hall,0,vt
Cold Hollow Career Center,2nd Floor Hall,0,vt
Cold Hollow Career Center,Auto Lab,0,vt
Cold Hollow Career Center,217-Storage/Classroom,0,vt
Cold Hollow Career Center,2nd Floor Women's BR,0,vt
Cold Hollow Career Center,2nd Floor Custodial Office,0,vt
Cold Hollow Career Center,Supply Room,0,vt
Cold Hollow Career Center,1st Floor Men's BR,0,vt
Bellows Falls Middle School,140,0,vt
Bellows Falls Middle School,353,0,vt
Bellows Falls Middle School,First Floor Hallway,0,vt
Bellows Falls Middle School,First Floor West Staircase,0,vt
Bellows Falls Middle School,Second Floor Hallway,0,vt
Bellows Falls Middle School,Third Floor Hallway,0,vt
Bellows Falls Middle School,Third Floor West Staircase,0,vt
Bellows Falls Middle School,Fourth Floor Hallway,0,vt
Bellows Falls Middle School,130,0,vt
Bellows Falls Middle School,203,0,vt
Bellows Falls Middle School,223,0,vt
Bellows Falls Middle School,227,0,vt
Bellows Falls Middle School,234,0,vt
Bellows Falls Middle School,309,0,vt
Bellows Falls Middle School,341,0,vt
Bellows Falls Middle School,349,0,vt
Bellows Falls Middle School,351,0,vt
Bellows Falls Middle School,402,0,vt
Bellows Falls Middle School,406,0,vt
Bellows Falls Middle School,429,0,vt
Bellows Falls Middle School,433,0,vt
Bellows Falls Middle School,102,0,vt
Bellows Falls Middle School,111,0,vt
Bellows Falls Middle School,137,0,vt
Bellows Falls Middle School,225,0,vt
Bellows Falls Middle School,226,0,vt
Bellows Falls Middle School,306,0,vt
Bellows Falls Middle School,311,0,vt
Bellows Falls Middle School,434,0,vt
Bellows Falls Middle School,208,0,vt
Bellows Falls Middle School,213,0,vt
Bellows Falls Middle School,120,0,vt
Bellows Falls Middle School,316,0,vt
Bellows Falls Middle School,319,0,vt
Bellows Falls Middle School,327,0,vt
Bellows Falls Middle School,411,0,vt
Bellows Falls Middle School,416,0,vt
Bellows Falls Middle School,110,0,vt
Bellows Falls Middle School,114,0,vt
Bellows Falls Middle School,214,0,vt
Bellows Falls Middle School,217,0,vt
Bellows Falls Middle School,328,0,vt
Bellows Falls Middle School,329,0,vt
Bellows Falls Middle School,332,0,vt
Bellows Falls Middle School,337,0,vt
Bellows Falls Middle School,418,0,vt
Bellows Falls Middle School,419,0,vt
Bellows Falls Middle School,424,0,vt
Bellows Falls Middle School,233,0,vt
Bellows Falls Middle School,308,57,vt
Bellows Falls Middle School,415,0,vt
Bellows Falls Middle School,426,0,vt
Bellows Falls Middle School,133,0,vt
Bellows Falls Middle School,408,0,vt
Bellows Falls Middle School,355,0,vt
Bellows Falls Middle School,115,0,vt
Bellows Falls Middle School,353,0,vt
Bellows Falls Middle School,208,0,vt
Bellows Falls Middle School,110,0,vt
Bellows Falls Middle School,Ambient 1,0,vt
Bellows Falls Middle School,Ambient 2,0,vt
Bellows Falls Middle School,Field Blank 1,0,vt
Bellows Falls Middle School,Field Blank 2,0,vt
Charlotte Central School,Kitchen,0,vt
Charlotte Central School,Kitchen,0,vt
Charlotte Central School,Ambient,0,vt
Charlotte Central School,Field blank,0,vt
St Albans Town Educ Center,AMB,0,vt
St Albans Town Educ Center,B100-Bath,0,vt
St Albans Town Educ Center,B100-Common,0,vt
St Albans Town Educ Center,B100-Nurse's Office,0,vt
St Albans Town Educ Center,B100-Rear Office,0,vt
St Albans Town Educ Center,B100-Sick Bay,0,vt
St Albans Town Educ Center,B105,0,vt
St Albans Town Educ Center,B106,3.2,vt
St Albans Town Educ Center,B108,0,vt
St Albans Town Educ Center,B109-Bath,2.7,vt
St Albans Town Educ Center,B111,0,vt
St Albans Town Educ Center,B113,0,vt
St Albans Town Educ Center,B115,0,vt
St Albans Town Educ Center,B116-Cafeteria,2.7,vt
St Albans Town Educ Center,B121,0,vt
St Albans Town Educ Center,B122,4.9,vt
St Albans Town Educ Center,B122-Bath,6.3,vt
St Albans Town Educ Center,B129,3.7,vt
St Albans Town Educ Center,B130,4,vt
St Albans Town Educ Center,B133,0,vt
St Albans Town Educ Center,B136/137,5.1,vt
St Albans Town Educ Center,B140-Boy's Locker Room,4.1,vt
St Albans Town Educ Center,B142,0,vt
St Albans Town Educ Center,B143/146,2.2,vt
St Albans Town Educ Center,B151,5.9,vt
St Albans Town Educ Center,B154,0,vt
St Albans Town Educ Center,B155,3.4,vt
St Albans Town Educ Center,B160,3,vt
St Albans Town Educ Center,B162,3.2,vt
St Albans Town Educ Center,B164,0,vt
St Albans Town Educ Center,B169,0,vt
St Albans Town Educ Center,B172,0,vt
St Albans Town Educ Center,B176,0,vt
St Albans Town Educ Center,B177/179,0,vt
St Albans Town Educ Center,B181,0,vt
St Albans Town Educ Center,B184,3.9,vt
St Albans Town Educ Center,B201,25,vt
St Albans Town Educ Center,B204,0,vt
St Albans Town Educ Center,B204-2,0,vt
St Albans Town Educ Center,B206-Stairwell/Landing,2.9,vt
St Albans Town Educ Center,B214,0,vt
St Albans Town Educ Center,B216,0,vt
St Albans Town Educ Center,B217,0,vt
St Albans Town Educ Center,B222,0,vt
St Albans Town Educ Center,B223,0,vt
St Albans Town Educ Center,B224,0,vt
St Albans Town Educ Center,B225,0,vt
St Albans Town Educ Center,B228,0,vt
St Albans Town Educ Center,B232-Bath,0,vt
St Albans Town Educ Center,B236-Stairwell/Landing,2.9,vt
St Albans Town Educ Center,B238-Bath,0,vt
St Albans Town Educ Center,B242,0,vt
St Albans Town Educ Center,DUP 01- Gym,29,vt
St Albans Town Educ Center,DUP 02-Cafeteria,0,vt
St Albans Town Educ Center,DUP 04-Upstairs Hall,0,vt
St Albans Town Educ Center,DUP 03- B242,0,vt
St Albans Town Educ Center,FB,0,vt
St Albans Town Educ Center,Gym,22,vt
St Albans Town Educ Center,Kitchen,3.1,vt
St Albans Town Educ Center,Library  ,3.3,vt
St Albans Town Educ Center,Library Bath,0,vt
St Albans Town Educ Center,Sprinkler Room,0,vt
St Albans Town Educ Center,Stage,22,vt
St Albans Town Educ Center,Upstairs Hall,0,vt
Hyde Park Elementary School,Gymnasium,7.6,vt
Hyde Park Elementary School,Kitchen,6.4,vt
Hyde Park Elementary School,111a,0,vt
Hyde Park Elementary School,Student Restroom 112,0,vt
Hyde Park Elementary School,109c,0,vt
Hyde Park Elementary School,Nurse 111,0,vt
Hyde Park Elementary School,Hallway Floor 1 (1898),0,vt
Hyde Park Elementary School,109,0,vt
Hyde Park Elementary School,Conference 104,0,vt
Hyde Park Elementary School,Red Stair,0,vt
Hyde Park Elementary School,107,0,vt
Hyde Park Elementary School,305a,0,vt
Hyde Park Elementary School,303,0,vt
