school,Room,Result,Sampler
J F Kennedy Elem School and Winooski Middle School and Winooski High School,D151,0,vt
J F Kennedy Elem School and Winooski Middle School and Winooski High School,B143 Hall,0,vt
J F Kennedy Elem School and Winooski Middle School and Winooski High School,D160,0,vt
J F Kennedy Elem School and Winooski Middle School and Winooski High School,A211,0,vt
J F Kennedy Elem School and Winooski Middle School and Winooski High School,D166,0,vt
J F Kennedy Elem School and Winooski Middle School and Winooski High School,A148,0,vt
J F Kennedy Elem School and Winooski Middle School and Winooski High School,D199,7,vt
J F Kennedy Elem School and Winooski Middle School and Winooski High School,D167,0,vt
J F Kennedy Elem School and Winooski Middle School and Winooski High School,D198,0,vt
J F Kennedy Elem School and Winooski Middle School and Winooski High School,D176,0,vt
Brighton Elementary School,2,110,vt
Brighton Elementary School,6,33,vt
Brighton Elementary School,15,44,vt
Brighton Elementary School,15,47,vt
Brighton Elementary School,27,200,vt
Brighton Elementary School,30,110,vt
Brighton Elementary School,Gymnasium/Multi-purpose Room,47,vt
Brighton Elementary School,14,46,vt
Brighton Elementary School,16,56,vt
Brighton Elementary School,24,39,vt
Brighton Elementary School,13,14,vt
Brighton Elementary School,Boiler Room,21,vt
Brighton Elementary School,20,43,vt
Brighton Elementary School,26,48,vt
Brighton Elementary School,,0,vt
Newport Town School,4,0,vt
Newport Town School,Boiler Room,0,vt
Newport Town School,9,0,vt
Newport Town School,Boy's Bathroom,0,vt
Newport Town School,14,0,vt
Newport Town School,1b,0,vt
Newport Town School,2,0,vt
Newport Town School,7a,0,vt
Newport Town School,13,0,vt
Newport Town School,15,0,vt
Newport Town School,4,0,vt
Newport Town School,Ambient,0,vt
Newport Town School,Field Blank,0,vt
Brookfield Elementary School,"Main Building, Room 103",0,vt
Brookfield Elementary School,"Main Building, Room 105",0,vt
Brookfield Elementary School,"Main Building, Room 111",0,vt
Brookfield Elementary School,"Main Building, Storage 1",0,vt
Brookfield Elementary School,"Main Building, Art Room",0,vt
Brookfield Elementary School,"Main Building, Office 1",0,vt
Brookfield Elementary School,"Main Building, Boiler Room",0,vt
Brookfield Elementary School,"Main Building, Electrical",0,vt
Brookfield Elementary School,"Main Building, Main Hall",0,vt
Brookfield Elementary School,"Main Building, Kitchen",0,vt
Brookfield Elementary School,"Main Building, Cafeteria",0,vt
Brookfield Elementary School,"Main Building, Mezzanine",0,vt
Brookfield Elementary School,"Main Building, Attic",0,vt
Brookfield Elementary School,"Main Building, Art Room",0,vt
Bradford Elementary School,"Original Building, Cafeteria",0,vt
Bradford Elementary School,"Original Building, Girls Bathroom",0,vt
Bradford Elementary School,"Original Building, Kindergarten",0,vt
Bradford Elementary School,"Original Building, Library",0,vt
Bradford Elementary School,"Original Building, Main Hall",0,vt
Bradford Elementary School,"Original Building, Staff Room",0,vt
Bradford Elementary School,"1968 Addition, Flex Room",0,vt
Bradford Elementary School,"1968 Addition, Grade 1 B",0,vt
Bradford Elementary School,"Original Building, Boiler Room",0,vt
Bradford Elementary School,"Original Building, Cafeteria",0,vt
Northeast Primary School,Principal's Office 2-D,0,vt
Northeast Primary School,Classroom 3-A,0,vt
Northeast Primary School,Library,0,vt
Northeast Primary School,Classroom 4-B,0,vt
Northeast Primary School,Classroom 5-A,0,vt
Northeast Primary School,Classroom 5-B,0,vt
Northeast Primary School,Office 5-D,0,vt
Northeast Primary School,Counselor's Office 7-D,0,vt
Northeast Primary School,A-Wing Boy's Bathroom,0,vt
Northeast Primary School,A and D Wing Hallway,0,vt
Northeast Primary School,Ambient,0,vt
Northeast Primary School,B-Wing Hallway,0,vt
Northeast Primary School,Boiler Room,0,vt
Northeast Primary School,D-Wing Bathroom,0,vt
Northeast Primary School,Field Blank,0,vt
Northeast Primary School,Gym Boy's Bathroom,0,vt
Northeast Primary School,Gym/Cafeteria,0,vt
Northeast Primary School,Gym/Cafeteria,0,vt
Northeast Primary School,Lobby,0,vt
Northeast Primary School,Opt Room,0,vt
Northeast Primary School,Staff Lounge,0,vt
Mt Holly School,Room 5,0,vt
Mt Holly School,Room 8,0,vt
Mt Holly School,Room 9,0,vt
Mt Holly School,Room 13,0,vt
Mt Holly School,Room 18,0,vt
Mt Holly School,Main Hall,0,vt
Mt Holly School,Kitchen,0,vt
Mt Holly School,Boiler Room,0,vt
Mt Holly School,Custodial Closet 1,0,vt
Mt Holly School,Boys Bathroom ,0,vt
Mt Holly School,Room 8,0,vt
Lunenburg/gilman Schools,B2,56,vt
Lunenburg/gilman Schools,B5,9.5,vt
Lunenburg/gilman Schools,Center Stairwell,14,vt
Lunenburg/gilman Schools,20,9.1,vt
Lunenburg/gilman Schools,18,7.2,vt
Lunenburg/gilman Schools,15,43,vt
Lunenburg/gilman Schools,15C,15,vt
Lunenburg/gilman Schools,15A,20,vt
Lunenburg/gilman Schools,Kitchen,6,vt
Lunenburg/gilman Schools,12,4.2,vt
Lunenburg/gilman Schools,2,3.3,vt
Lunenburg/gilman Schools,11,3.8,vt
Lunenburg/gilman Schools,10,0,vt
Lunenburg/gilman Schools,9,0,vt
Lunenburg/gilman Schools,8,2.8,vt
Lunenburg/gilman Schools,Main Hallway,3.2,vt
Lunenburg/gilman Schools,6,2.4,vt
Lunenburg/gilman Schools,6,0,vt
Lunenburg/gilman Schools,Ambient,0,vt
Lunenburg/gilman Schools,Ambient,0,vt
Lunenburg/gilman Schools,14,17,vt
Lunenburg/gilman Schools,15,7.1,vt
Lunenburg/gilman Schools,16,10,vt
Lunenburg/gilman Schools,12,6,vt
Lunenburg/gilman Schools,18,4.2,vt
Lunenburg/gilman Schools,20,16,vt
Lunenburg/gilman Schools,22,4.3,vt
Lunenburg/gilman Schools,1,0,vt
Lunenburg/gilman Schools,1,0,vt
Lunenburg/gilman Schools,3,7.7,vt
Lunenburg/gilman Schools,7,7.7,vt
Lunenburg/gilman Schools,8,7.8,vt
Lunenburg/gilman Schools,9,2,vt
Ludlow Elementary School,"Main Building, Floor 1, Room 17",6.9,vt
Ludlow Elementary School,"Main Building, Floor 1, Room 18",6.9,vt
Ludlow Elementary School,"Main Building, Floor 1, Room 19 + 20",6.9,vt
Ludlow Elementary School,"Main Building, Floor 1, Room 22",9.1,vt
Ludlow Elementary School,"Main Building, Floor 1, Library ",6.9,vt
Ludlow Elementary School,"Main Building, Floor 1, Room 5",6.9,vt
Ludlow Elementary School,"Main Building, Floor 1, Room 27",6.9,vt
Ludlow Elementary School,"Main Building, Floor 1, Gym Hallway",6.9,vt
Ludlow Elementary School,"Main Building, Floor 1, Room 09",6.9,vt
Ludlow Elementary School,"Main Building, Floor 1, Art",6.9,vt
Ludlow Elementary School,"Main Building, Floor 1, Shop",6.9,vt
Ludlow Elementary School,"Main Building, Floor 1, Art Girls Bathroom",6.9,vt
Ludlow Elementary School,"Main Building, Floor 1, Girls Bathroom ",6.9,vt
Ludlow Elementary School,"Main Building, Floor 1, Boys Locker room",6.9,vt
Ludlow Elementary School,"Main Building, Floor 1, Training Room storage ",6.9,vt
Ludlow Elementary School,"Main Building, Floor 1, Boiler Room",6.9,vt
Ludlow Elementary School,"Main Building, Floor 1, Stage",6.9,vt
Ludlow Elementary School,"Main Building, Floor 1, Storage Room 1",6.9,vt
Ludlow Elementary School,"Main Building, Floor 1, Storage Room 4",6.9,vt
Ludlow Elementary School,"Main Building, Floor 1, Gym",6.9,vt
Ludlow Elementary School,"Main Building, Floor 1, South Hall",6.9,vt
Ludlow Elementary School,"Main Building, Floor 1, Room 5",6.9,vt
Ludlow Elementary School,,0,vt
Pownal Elementary,100M,0,vt
Pownal Elementary,101,25,vt
Pownal Elementary,101,29,vt
Pownal Elementary,104,5.5,vt
Pownal Elementary,106,5.9,vt
Pownal Elementary,108,4.6,vt
Pownal Elementary,110M,7.6,vt
Pownal Elementary,113B,3.6,vt
Pownal Elementary,201,8.4,vt
Pownal Elementary,201R,6.8,vt
Pownal Elementary,207,19,vt
Pownal Elementary,212,8.5,vt
Pownal Elementary,214,5.1,vt
Pownal Elementary,217,6.1,vt
Pownal Elementary,219,5.5,vt
Pownal Elementary,219,4.9,vt
Pownal Elementary,GYM,9.9,vt
Pownal Elementary,H1,18,vt
Pownal Elementary,H2,18,vt
Pownal Elementary,H6,3.9,vt
Pownal Elementary,Kitchen,0,vt
Pownal Elementary,Library,4.8,vt
Pownal Elementary,OFF,4,vt
Pownal Elementary,R112G,16,vt
Pownal Elementary,R222B,4.8,vt
Pownal Elementary,ST2,10,vt
Pownal Elementary,Stage,6.9,vt
Shaftsbury Elementary,1,2.9,vt
Shaftsbury Elementary,20,7.3,vt
Shaftsbury Elementary,20,8.4,vt
Shaftsbury Elementary,20B,8.3,vt
Shaftsbury Elementary,22,5.4,vt
Shaftsbury Elementary,25,5.5,vt
Shaftsbury Elementary,27,6.2,vt
Shaftsbury Elementary,30,5.3,vt
Shaftsbury Elementary,8,7.4,vt
Shaftsbury Elementary,9,5.5,vt
Shaftsbury Elementary,BR,27,vt
Shaftsbury Elementary,H1,6.6,vt
Shaftsbury Elementary,H2,5.7,vt
Shaftsbury Elementary,KITCHEN,16,vt
Shaftsbury Elementary,LIBRARY,6.6,vt
Shaftsbury Elementary,R13,16,vt
Shaftsbury Elementary,R15,10,vt
Shaftsbury Elementary,STAGE,12,vt
Shaftsbury Elementary,5215-AMB,0,vt
Rick Marcotte Central School,97,0,vt
Rick Marcotte Central School,91,0,vt
Rick Marcotte Central School,91,0,vt
Rick Marcotte Central School,90,5.5,vt
Rick Marcotte Central School,86,0,vt
Rick Marcotte Central School,85,0,vt
Rick Marcotte Central School,84,0,vt
Rick Marcotte Central School,82,0,vt
Rick Marcotte Central School,52/50,0,vt
Rick Marcotte Central School,53,0,vt
Rick Marcotte Central School,48,0,vt
Rick Marcotte Central School,45,0,vt
Rick Marcotte Central School,44,0,vt
Rick Marcotte Central School,42,0,vt
Rick Marcotte Central School,38,0,vt
Rick Marcotte Central School,36,0,vt
Rick Marcotte Central School,37,0,vt
Rick Marcotte Central School,105 suite,0,vt
Rick Marcotte Central School,118 suite,0,vt
Rick Marcotte Central School,117,0,vt
Rick Marcotte Central School,Ambient,0,vt
Rick Marcotte Central School,29,0,vt
Rick Marcotte Central School,28,0,vt
Rick Marcotte Central School,2-Jan,0,vt
Rick Marcotte Central School,3,0,vt
Rick Marcotte Central School,8,0,vt
Rick Marcotte Central School,12,0,vt
Rick Marcotte Central School,13,0,vt
Rick Marcotte Central School,14,0,vt
Rick Marcotte Central School,14,0,vt
Rick Marcotte Central School,15/16,0,vt
Rick Marcotte Central School,33,8.2,vt
Rick Marcotte Central School,24/25,0,vt
Rick Marcotte Central School,21,0,vt
Rick Marcotte Central School,26,0,vt
Rick Marcotte Central School,30/31,3.1,vt
Green Mountain Uhs #35,"Main Building, Floor 1, Womens Bathroom 2",120,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Mens Bathroom 1",130,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Mens Bathroom 2",130,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Womens Bathroom 2",120,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Girls Locker Room",82,vt
Green Mountain Uhs #35,"Main Building, Floor 1, East Hall",320,vt
Green Mountain Uhs #35,"Main Building, Floor 1, Entryway 1",240,vt
Green Mountain Uhs #35,"Main Building, Floor 2, North Hall",150,vt
Green Mountain Uhs #35,"Main Building, Floor 1, Elevator Room",110,vt
Green Mountain Uhs #35,"Main Building, Floor 1, Gym Hall",140,vt
Green Mountain Uhs #35,"Main Building, Floor 1, Boiler Room",3.8,vt
Green Mountain Uhs #35,"Main Building, Floor 1, Electrical 2",170,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Electrical 1",220,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Custodial 2",140,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Custodial 1",170,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Stairway 2",92,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Stairwell 2",600,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Stairwell 3",500,vt
Green Mountain Uhs #35,"Main Building, Floor 1, Gym",98,vt
Green Mountain Uhs #35,"Main Building, Floor 1, Storage 2",95,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Storage 4",110,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Storage 2",170,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Auditorium",91,vt
Green Mountain Uhs #35,"Main Building, Floor 1, Kitchen",95,vt
Green Mountain Uhs #35,"Main Building, Floor 1, Cafeteria",100,vt
Green Mountain Uhs #35,"Main Building, Floor 1, Room 102",74,vt
Green Mountain Uhs #35,"Main Building, Floor 1, Room 108",71,vt
Green Mountain Uhs #35,"Main Building, Floor 1, Room 103",340,vt
Green Mountain Uhs #35,"Main Building, Floor 1, Room 109",250,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Room 202",130,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Room 205",270,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Room 207",280,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Room 208",120,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Room 212",140,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Guidance Room",210,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Nurse 1",110,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Office 3",77,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 301",360,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 307",360,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 309",560,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 313",230,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Room 315",310,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Library",260,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Office 1",220,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Office 2",290,vt
Green Mountain Uhs #35,"Main Building, Floor 1, Room 108",71,vt
Green Mountain Uhs #35,"Main Building, Floor 2, Nurse 1",97,vt
Green Mountain Uhs #35,"Main Building, Floor 3, Library",250,vt
Green Mountain Uhs #35,,6,vt
St Albans City School,BIG GYM,15,vt
St Albans City School,BIG GYM (DUP-03),11,vt
St Albans City School,Cafeteria ,4.6,vt
St Albans City School,H8 (HALLWAY),13,vt
St Albans City School,B-24,12,vt
St Albans City School,SMALL GYM,17,vt
St Albans City School,B-? WATER RM ,31,vt
St Albans City School,BC-1 (NURSES OFFICE),11,vt
St Albans City School,AC-215,5.8,vt
St Albans City School,A-216B,10,vt
St Albans City School,A-214,11,vt
St Albans City School,AC-214,8.4,vt
St Albans City School,AC-205B,7.3,vt
St Albans City School,H1,0,vt
St Albans City School,A-16,14,vt
St Albans City School,A-215 ,4.1,vt
St Albans City School,A-225,3.9,vt
St Albans City School,A-225 (DUP),3.4,vt
St Albans City School,A-11,7.3,vt
St Albans City School,A-13,8.6,vt
St Albans City School,A-14,14,vt
St Albans City School,MEZZANINE,83,vt
St Albans City School,BC-2 (BOILER),7.8,vt
St Albans City School,Bath @ B-18,8.7,vt
St Albans City School,BC-? (BOYS LOCKER),20,vt
St Albans City School,B-23,18,vt
St Albans City School,AC-205-2,3.3,vt
St Albans City School,TEC-211 (BOYS),4.5,vt
St Albans City School,Bath @ A-16,10,vt
St Albans City School,Bath @ A-14,12,vt
St Albans City School,AC2-1,10,vt
St Albans City School,Changing Room,6,vt
St Albans City School,AC-6,6.7,vt
St Albans City School,A-155 (VESTIBULE),6.7,vt
St Albans City School,AC-3,8.9,vt
St Albans City School,A-201B,0,vt
St Albans City School, BC-10S,14,vt
St Albans City School,STORAGE,10,vt
St Albans City School,BC-17S,9.2,vt
St Albans City School,A-215B,17,vt
St Albans City School,AC-216 (KILN),5.9,vt
St Albans City School,AC-212S,7.9,vt
St Albans City School,AC-207J JAN. SUPPLY,0,vt
St Albans City School,AC-209-1,0,vt
St Albans City School,H4,6.2,vt
St Albans City School,H2,6,vt
St Albans City School,AC-218,8.8,vt
St Albans City School,AC-202,8.2,vt
St Albans City School,AC1-1E,11,vt
St Albans City School,AC-201-E,0,vt
St Albans City School,AC-204-1,7.2,vt
St Albans City School,AC-203-1,6.3,vt
St Albans City School,AC-201,0,vt
St Albans City School,Ambient ,0,vt
St Albans City School,B-8,8.4,vt
St Albans City School,B-6,6.6,vt
St Albans City School,B-4,9,vt
St Albans City School,B-19,4,vt
St Albans City School,B-15,3.4,vt
St Albans City School,A-12,12,vt
St Albans City School,AC-11,13,vt
St Albans City School,AC-9,19,vt
St Albans City School,A-3,27,vt
St Albans City School,A-9,9.8,vt
St Albans City School,Library/Meeting Rm (DUP-02),5.3,vt
St Albans City School,Library/Meeting Rm,6.5,vt
St Albans City School,AC1-2,8.7,vt
St Albans City School,JC1,9.2,vt
St Albans City School,BC1-1,8.8,vt
St Albans City School,Blank,0,vt
Green Street School,128,0,vt
Green Street School,Classroom 9,0,vt
Green Street School,Classroom 7,0,vt
Green Street School,123,0,vt
Green Street School,West Hallway,0,vt
Green Street School,120(1st floor boys room),0,vt
Green Street School,119(room 5),0,vt
Green Street School,115,0,vt
Green Street School,114(Main office),0,vt
Green Street School,113(P.O),0,vt
Green Street School,109(1st floor girls room),0,vt
Green Street School,Library/Media,0,vt
Green Street School,110 food service room ,0,vt
Green Street School,Classroom 4,0,vt
Green Street School,Conference Room,0,vt
Green Street School,Classroom 2,0,vt
Green Street School,101(east exit stairs),0,vt
Green Street School,Classroom 13,0,vt
Green Street School,  Room12,0,vt
Green Street School,Classroom 10,0,vt
Green Street School,Room 25,0,vt
Green Street School,130,0,vt
Green Street School,Room 23,0,vt
Green Street School,Classroom 20,0,vt
Green Street School,Faculty Lounge ,0,vt
Green Street School,Faculty Lounge DUP,0,vt
Green Street School,boiler room 1,0,vt
Green Street School,Boiler room 2 (storage),0,vt
Green Street School,ambient,0,vt
Green Street School,126,0,vt
Green Street School,103,0,vt
Green Street School,105,0,vt
Green Street School,Classroom 9,0,vt
Green Street School,Classroom 9,0,vt
Green Street School,Hallway 128 (Outside classroom 9),0,vt
Green Street School,Classroom 7,0,vt
Green Street School,Ambient ,0,vt
Middlebury Union High School,Hallway,7.4,vt
Middlebury Union High School,B104,0,vt
Middlebury Union High School,B106,0,vt
Middlebury Union High School,Kiln Closet,6.9,vt
Middlebury Union High School,C107,8.8,vt
Middlebury Union High School,C112,0,vt
Middlebury Union High School,D103,0,vt
Middlebury Union High School,D Hallway,0,vt
Middlebury Union High School,D105,0,vt
Middlebury Union High School,D106,0,vt
Middlebury Union High School,Bathroom C,0,vt
Middlebury Union High School,Janitor C,0,vt
Middlebury Union High School,Electric C,10,vt
Middlebury Union High School,C111,0,vt
Middlebury Union High School,E102,8.6,vt
Middlebury Union High School,E106,7.2,vt
Middlebury Union High School,I102A,0,vt
Middlebury Union High School,H307,0,vt
Middlebury Union High School,H305A,8.2,vt
Middlebury Union High School,H305,0,vt
Middlebury Union High School,H310,0,vt
Middlebury Union High School,H303A,0,vt
Middlebury Union High School,H311,0,vt
Middlebury Union High School,H203,0,vt
Middlebury Union High School,H203A,0,vt
Middlebury Union High School,H202E,0,vt
Middlebury Union High School,H213,0,vt
Middlebury Union High School,Team Room Basement,96,vt
Middlebury Union High School,H005,0,vt
Middlebury Union High School,H004A,0,vt
Middlebury Union High School,Hallway Basement,0,vt
Middlebury Union High School,H008,0,vt
Middlebury Union High School,H File Room,39,vt
Middlebury Union High School,H 102 Guidance,0,vt
Middlebury Union High School,H102 Conference,0,vt
Middlebury Union High School,H002,0,vt
Middlebury Union High School,Hallway H,14,vt
Middlebury Union High School,Wrestling,0,vt
Middlebury Union High School,Library Office A,0,vt
Middlebury Union High School,Library,0,vt
Middlebury Union High School,Tech room office,0,vt
Middlebury Union High School,Admin Main,0,vt
Middlebury Union High School,Admin office,12,vt
Middlebury Union High School,C102,0,vt
Middlebury Union High School,D103,0,vt
Middlebury Union High School,H002,0,vt
Middlebury Union High School,Library,0,vt
Berkshire Elementary School,124,4.5,vt
Berkshire Elementary School,124,4.1,vt
Berkshire Elementary School,151,5.1,vt
Berkshire Elementary School,125,8.4,vt
Berkshire Elementary School,126,5.5,vt
Berkshire Elementary School,131,21,vt
Berkshire Elementary School,132,4.5,vt
Berkshire Elementary School,122,7.8,vt
Berkshire Elementary School,128,9.1,vt
Berkshire Elementary School,149,12,vt
Berkshire Elementary School,Hall 2,6.9,vt
Berkshire Elementary School,150,10,vt
Berkshire Elementary School,136,6.5,vt
Berkshire Elementary School,120,8.1,vt
Berkshire Elementary School,138,9.5,vt
Berkshire Elementary School,140,7,vt
Berkshire Elementary School,141,0,vt
Berkshire Elementary School,144,0,vt
Berkshire Elementary School,146,0,vt
Berkshire Elementary School,116,2.8,vt
Berkshire Elementary School,212,160,vt
Berkshire Elementary School,212,210,vt
Berkshire Elementary School,NE Stairs,39,vt
Berkshire Elementary School,Field Blank,0,vt
Berkshire Elementary School,Ambient,0,vt
West Rutland School,"Main Building, Basement, Boiler Room",0,vt
West Rutland School,"Main Building, Basement, Custodial Office 1",8.7,vt
West Rutland School,"Main Building, Floor 1, Room 100",0,vt
West Rutland School,"Main Building, Floor 1, Room 104",0,vt
West Rutland School,"Main Building, Floor 1, Room 105",6.7,vt
West Rutland School,"Main Building, Floor 2, Main Hall",0,vt
West Rutland School,"Main Building, Floor 3, Main Hall",4.6,vt
West Rutland School,"West Wing, Floor 2, Science Hall",5.3,vt
West Rutland School,"Main Building, Floor 1, Kitchen Storage Area",8.7,vt
West Rutland School,"Main Building, Floor 1, Stairwell 1",7.9,vt
West Rutland School,"West Wing, Floor 1, Stairway 3",6.2,vt
West Rutland School,"Main Building, Floor 1, Cafeteria",7.2,vt
West Rutland School,"Main Building, Floor 2, Room 208",3.5,vt
West Rutland School,"Main Building, Floor 2, Room 211",0,vt
West Rutland School,"Main Building, Floor 2, Room 212",7.4,vt
West Rutland School,"Main Building, Floor 3, Room 308",0,vt
West Rutland School,"Main Building, Floor 3, Room 313",0,vt
West Rutland School,"Main Building, Floor 3, Room 314",0,vt
West Rutland School,"Main Building, Floor 3, Room 316/Teachers Room",5.9,vt
West Rutland School,"Main Building, Floor 3, Custodial Office",6,vt
West Rutland School,"Main Building, Floor 3, Boys Bathroom",7,vt
West Rutland School,"West Wing, Floor 1, Library Mens Bathroom",13,vt
West Rutland School,"West Wing, Floor 2, Girls Bathroom 1",5.8,vt
West Rutland School,"Main Building, Floor 4, Room 401",0,vt
West Rutland School,"West Wing, Floor 1, Room 107",4.7,vt
West Rutland School,"West Wing, Floor 1, Room 116A",4,vt
West Rutland School,"West Wing, Floor 1, Room 117",0,vt
West Rutland School,"West Wing, Floor 1, Boys Locker Room",2.4,vt
West Rutland School,"West Wing, Floor 1, Gym",3.8,vt
West Rutland School,"West Wing, Floor 2, Room 201",7,vt
West Rutland School,"West Wing, Floor 2, Room 202",0,vt
West Rutland School,"West Wing, Floor 1, Library",3.6,vt
West Rutland School,"West Wing, Floor 2, Room 201",8.5,vt
West Rutland School,"West Wing, Floor 1, Library",3.4,vt
Vernon Elementary School,Attic Access,10,vt
Vernon Elementary School,Mechanical Loft,11,vt
Vernon Elementary School,#2,9.6,vt
Vernon Elementary School,#24,48,vt
Vernon Elementary School,Front Office,0,vt
Vernon Elementary School,Nurse Office,9.2,vt
Vernon Elementary School,Nurse Bath,9.4,vt
Vernon Elementary School,Boy's Office,9.3,vt
Vernon Elementary School,Guidance Office,17,vt
Vernon Elementary School,Hall 4 Bath Women's,12,vt
Vernon Elementary School,Hall 4 ,9.8,vt
Vernon Elementary School,Hall 3,9.6,vt
Vernon Elementary School,#24,57,vt
Vernon Elementary School,M-1,11,vt
Vernon Elementary School,S-2,0,vt
Vernon Elementary School,#7,0,vt
Vernon Elementary School,Teacher's Lounge,7.5,vt
Vernon Elementary School,#8,11,vt
Vernon Elementary School,#22 Vestibule,8.9,vt
Vernon Elementary School,#21,12,vt
Vernon Elementary School,#20,10,vt
Vernon Elementary School,Hall 2 Boys,12,vt
Vernon Elementary School,#18,0,vt
Vernon Elementary School,Music,37,vt
Vernon Elementary School,Music Office,32,vt
Vernon Elementary School,Art Room ,33,vt
Vernon Elementary School,#14,9.1,vt
Vernon Elementary School,Art Office,26,vt
Vernon Elementary School,Art Storage,26,vt
Vernon Elementary School,Caf̩,9,vt
Vernon Elementary School,Caf̩,8.9,vt
Vernon Elementary School,Gym,12,vt
Vernon Elementary School,Gym Hall,13,vt
Vernon Elementary School,Hall 1,9.9,vt
Vernon Elementary School,Hall Storage,14,vt
Vernon Elementary School,Janitor Closet,5.7,vt
Vernon Elementary School,Kitchen,5.9,vt
Vernon Elementary School,Kitchen Bath,8.2,vt
Vernon Elementary School,Kitchen Storage,9.5,vt
Vernon Elementary School,S-3,14,vt
Vernon Elementary School,Stage,8.5,vt
Vernon Elementary School,Storage Boy's,14,vt
Leland And Gray Uhs #34,Classroom 2,0,vt
Leland And Gray Uhs #34,Classroom 3,0,vt
Leland And Gray Uhs #34,Storage Closet ,5.7,vt
Leland And Gray Uhs #34,Student Assistance,0,vt
Leland And Gray Uhs #34,Science Storage Closet ,0,vt
Leland And Gray Uhs #34,Science Classroom 6 ,0,vt
Leland And Gray Uhs #34,Classroom 7 ,0,vt
Leland And Gray Uhs #34,Classroom 9 ,0,vt
Leland And Gray Uhs #34,Classroom 10 ,0,vt
Leland And Gray Uhs #34,Faculty Office ,0,vt
Leland And Gray Uhs #34,Main Office ,0,vt
Leland And Gray Uhs #34,Conference Room,0,vt
Leland And Gray Uhs #34,IT Faculty Office ,3,vt
Leland And Gray Uhs #34,Librarian's Office,36,vt
Leland And Gray Uhs #34,Library Main Floor ,40,vt
Leland And Gray Uhs #34,Classroom 3,5.5,vt
Leland And Gray Uhs #34,Classroom 5,11,vt
Leland And Gray Uhs #34,Classroom 14 ,2.1,vt
Leland And Gray Uhs #34,Art Classroom ,4.9,vt
Leland And Gray Uhs #34,Art Classroom ,4.4,vt
Leland And Gray Uhs #34,Lobby ,0,vt
Leland And Gray Uhs #34,Boys' Bathroom Lobby,0,vt
Leland And Gray Uhs #34,Storage Closet ,9.7,vt
Leland And Gray Uhs #34,Stairwell,0,vt
Leland And Gray Uhs #34,Classroom C3,0,vt
Leland And Gray Uhs #34,Facilities Staff Office,0,vt
Leland And Gray Uhs #34,Kitchen,0,vt
Leland And Gray Uhs #34,Cafeteria,0,vt
Leland And Gray Uhs #34,Gymnasium ,3.1,vt
Leland And Gray Uhs #34,Stairwell,0,vt
Leland And Gray Uhs #34,Music Room,4.9,vt
Leland And Gray Uhs #34,Music Office,0,vt
Leland And Gray Uhs #34,Emergency Exit ,2.3,vt
Leland And Gray Uhs #34,Woodshop ,0,vt
Leland And Gray Uhs #34,Hallway  ,5,vt
Leland And Gray Uhs #34,Boys' Locker Room ,11,vt
Leland And Gray Uhs #34,Girls' Locker Room ,0,vt
Leland And Gray Uhs #34,Girls' Coach Bathroom ,2.7,vt
Leland And Gray Uhs #34,Water Maintenance Room ,250,vt
Leland And Gray Uhs #34,Boiler Room ,0,vt
Leland And Gray Uhs #34,Custodial Storage Room,0,vt
Leland And Gray Uhs #34,Dutton Gym Gymnasium ,2.2,vt
Leland And Gray Uhs #34,Room 3,4.3,vt
Leland And Gray Uhs #34,Air Handler Room ,5.9,vt
Leland And Gray Uhs #34,Library Main Floor ,54,vt
Leland And Gray Uhs #34,Music Room ,4.3,vt
Leland And Gray Uhs #34,Cafeteria,0,vt
Leland And Gray Uhs #34,Air Handler Room ,0,vt
Richford Elementary School,12,0,vt
Richford Elementary School,2 w/bathroom,0,vt
Richford Elementary School,library,0,vt
Richford Elementary School,21,3.1,vt
Richford Elementary School,23A,0,vt
